academic_term,academic_year,faculty,faculty_abbrev,subject,subject_abbrev,title
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Marketing
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,The World Economy
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Mergers & Acquisitions and Other Reorganization Methods
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Political Economy  A Global Perspective
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Technology Strategy  FinTech and Big Data Analytics
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Sustainability Leadership
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Selling Yourself and Your Ideas
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Innovating for Social Impact
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Building and Scaling Intelligent Products: An Entrepreneurial and GenAI Perspective
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Global Corporate Restructuring
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Managing Healthcare Services in a Value-Based Setting
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Value Investing
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Leading Organizational Transformation
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Creating and Managing Strategic Alliances
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Launching and Leading Startups
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Nonprofit Board Governance
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Advertising Strategy
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Responsible Business Leadership
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Digital Strategy: Individual and Organizational Transformation for a Digital Age
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Strategy Beyond Markets
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Financial Instruments and Capital Markets
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Designing Brand Experiences (Blended Course)
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Biases, Forecasts and Deep Uncertainty
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Incentives, Organization and Strategy
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Entrepreneurial Finance and Venture Capital
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Advanced Negotiations
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Understanding Consumers
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,International Finance
Fall/Winter,2024-2025,SB,Schulich School of Business,EMBA,Executive Masters Business Administration,Family Enterprises
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Intertextualities
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Literature and Health
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Writing: Process and Practice
Fall/Winter,2024-2025,GL,College universitaire Glendon,EN,English,Reading with Purpose: An Introduction to Contemporary Critical Approaches to Literature
Fall/Winter,2024-2025,GL,College universitaire Glendon,EN,English,Introduction to Communication Studies
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Literary Theory I
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Gender Studies
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,What Does Race Have to Do With It? (Race: Theory and Literature II)
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Poetry
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,The Short Story
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,20th Century Children's Literature
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Canadian Literature
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,African American Literature
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Introduction to British Literature
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,The Grammar Course
Fall/Winter,2024-2025,GL,College universitaire Glendon,EN,English,Sex, Swords, and Sandals: Classical Foundations of English Literature
Fall/Winter,2024-2025,GL,College universitaire Glendon,EN,English,Idea, Opinion, Argument: Rhetoric for Academic Settings
Fall/Winter,2024-2025,ED,Faculty of Education,EN,English,Teaching English in the Intermediate Division
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Filming Literature
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Tragedy in Western Literature: Ancient and Modern
Fall/Winter,2024-2025,GL,College universitaire Glendon,EN,English,Town, Country, Empire: British 18th- Century Literature and Culture
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Indigenous Knowledge and the Environment
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Indigenous Drama in Canada
Fall/Winter,2024-2025,GL,College universitaire Glendon,EN,English,Into the Fray: British Literature from the Romantic Period
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Caribbean Literature
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,South Asian Literature
Fall/Winter,2024-2025,GL,College universitaire Glendon,EN,English,Fractured Identities: American Literature from the Civil War to World War II
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Shakespeare
Fall/Winter,2024-2025,GL,College universitaire Glendon,EN,English,The Nuts & Bolts of English: Grammar for Teaching & Learning
Fall/Winter,2024-2025,GL,College universitaire Glendon,EN,English,Indigenous Performance on Turtle Island
Fall/Winter,2024-2025,GL,College universitaire Glendon,EN,English,Writing Diversity: Issues in Creative Writing
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Studies in Literary Theory: Cultural Studies
Fall/Winter,2024-2025,ED,Faculty of Education,EN,English,Teaching English in the Intermediate-Senior Divisions - B
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,McLuhan and Frye: Canadian Twin Seers
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Ecocriticism: Environmental Justice Literature
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Honours Thesis/Work Placement
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Contemporary Drama
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,The Theory and Practice of Autobiography
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Gay Male Literature
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Modern American Women Poets
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Diaspora Literatures
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,African Drama
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Renaissance Spectacles and Festivals: Civic and Court
Fall/Winter,2024-2025,GL,College universitaire Glendon,EN,English,Flesh and Blood: Baroque Art and Performance
Fall/Winter,2024-2025,GL,College universitaire Glendon,EN,English,The Golden Age of Children's Literature (1863-1911)
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,EN,English,Literary, Musical, and Visual Cultures: Modernism Across the Arts
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,EN,English,Directed Reading
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,EN,English,Directed Reading
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,EN,English,Satire: Twisting World Literature
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,EN,English,Global Georgics: Land and Labour across the Long Eighteenth Century
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,EN,English,Nineteenth-Century Imperial Culture: Britain and the United States
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,EN,English,Readings in Victorian Literature
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,EN,English,Modernism, Interdisciplinarity, and the Arts
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,EN,English,Muslim Women Write Back
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,EN,English,Seminar-Workshop in Creative Writing: Fiction
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,EN,English,Studies in Contemporary Literature
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ENG,Engineering,Renaissance Engineer 1: Ethics, Communication & Problem Solving
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ENG,Engineering,Renaissance Engineer 2: Engineering Design Principles
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ENG,Engineering,Innovation and Creativity
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ENG,Engineering,Effective Engineering Communication
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ENG,Engineering,Interdisciplinary Project Launchpad
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ENG,Engineering,Interdisciplinary Project Odyssey
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENG,Engineering,Engineering and Academic  Ethics
Fall/Winter,2024-2025,GL,College universitaire Glendon,ENSL,English as Second Language,Academic Foundations: Digital Media Literacy in English
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,ENTP,Entrepreneurship and Innovation,Introduction to innovation and creativity
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,ENTP,Entrepreneurship and Innovation,Social entrepreneurship and innovation
Fall/Winter,2024-2025,SB,Schulich School of Business,ENTR,Entreprenurial Studies,Business Essentials for Technology Entrepreneurs I
Fall/Winter,2024-2025,SB,Schulich School of Business,ENTR,Entreprenurial Studies,Field Study: Innovating with Entrepreneurs, Unlocking New Venture Potential
Fall/Winter,2024-2025,SB,Schulich School of Business,ENTR,Entreprenurial Studies,Entrepreneurship and New Venture Creation
Fall/Winter,2024-2025,SB,Schulich School of Business,ENTR,Entreprenurial Studies,Social Entrepreneurship
Fall/Winter,2024-2025,SB,Schulich School of Business,ENTR,Entreprenurial Studies,Managing the Family Enterprise
Fall/Winter,2024-2025,SB,Schulich School of Business,ENTR,Entreprenurial Studies,Startup Lab: The Together Mission
Fall/Winter,2024-2025,SB,Schulich School of Business,ENTR,Entreprenurial Studies,Entrepreneurship and New Firm Creation
Fall/Winter,2024-2025,SB,Schulich School of Business,ENTR,Entreprenurial Studies,Individual Study: Selected Problems in Entrepreneurial Studies
Fall/Winter,2024-2025,SB,Schulich School of Business,ENTR,Entreprenurial Studies,Mentorship Match: Learning to Innovate with Venture Leaders
Fall/Winter,2024-2025,SC,Faculty of Science,ENVB,Environmental Biology,Research Practicum
Fall/Winter,2024-2025,SC,Faculty of Science,ENVB,Environmental Biology,Ecology in Practice - Research Fundamentals in Ecology and Evolution
Fall/Winter,2024-2025,SC,Faculty of Science,ENVB,Environmental Biology,Research Practicum
Fall/Winter,2024-2025,SC,Faculty of Science,ENVB,Environmental Biology,Community Ecology
Fall/Winter,2024-2025,SC,Faculty of Science,ENVB,Environmental Biology,Research Practicum
Fall/Winter,2024-2025,SC,Faculty of Science,ENVB,Environmental Biology,Honours Thesis
Fall/Winter,2024-2025,SC,Faculty of Science,ENVB,Environmental Biology,Selected Readings in Biology
Fall/Winter,2024-2025,SC,Faculty of Science,ENVB,Environmental Biology,Research Practicum
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Introduction to Environmental Documentaries
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,The land we're on: Treaties, Art and Environment
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Cities,Regions and Planning in a  Globalizing World
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Foundations of Environmental Management: Policy, Resources and Conservation
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Community Arts for Social Change
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Foundations of Planning and Politics
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,In/Humanities: Critical Perspectives on Environmental Justice
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Environmental Governance and Policy: Ideas, Interests and Institutions
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Economics for the Anthropocene
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Environmental Arts and Media: Skills, Methods, and  Action
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Energy and the Environment in Canada
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Urban and Regional Infrastructures: A Critical Introduction
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Regional Governance
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Doing Urban Research: Theory and Practice
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Introduction to Climate Change Science and Policy
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Environmental Law
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Business and Sustainability: Issues and Strategies
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Urban Climate Futures Today
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,The Nature of Cities: The History of Urban Environments in North America
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Directed Reading
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Senior Honours Work Seminar
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Field Placement Course
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Food, Land and Culture
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Nature and Culture: Environmental Thought
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Urban Consulting Practice
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Designing Sustainable Cities
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Extraction and its Discontents
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Climate Justice
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Principles of renewable energy: theory, policy and practice
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Environmental Law & Justice: Stories and Struggles
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Environmental Disasters
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Political Ecology of Landscape
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Directed Study
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,ENVS,Environmental Studies,Directed Study
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Food, Land, and Culture
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Fundamentals of Renewable Energy: Theory, Policy and Practice
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Environmental Law and Justice
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Interdisciplinary Research in Environmental Studies
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Ecological Economics
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Skills in Planning Research and Practice
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Environmental Ethics, Rights and the Spiritual Dimension
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,MES Research Proposal
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Community Planning and Housing
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Environmental Planning
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Education, Sustainability and the Ecological Crisis
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Critical Theories of International Development
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Politics and Planning
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Qualitative Research Methods
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Individual Directed Study
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Individual Directed Study
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Individual Directed Study
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Experiential Learning
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,Experiential Learning
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,MES Major Research
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,MES Major Research
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ENVS,Environmental Studies,PhD Research Design Workshop
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,ESL,English As a Second Language,Canadian Language and Culture
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,ESL,English As a Second Language,Advancing Oral Communication for ESL Students
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,ESL,English As a Second Language,Thinking about Contemporary Canada
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,ESL,English As a Second Language,Modes of Reasoning: Reasoning In Everyday Language
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,ESL,English As a Second Language,Introduction to Intercultural Communication
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,ESL,English As a Second Language,Critical Academic Literacies
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ESS,Earth & Space Science,Time Series and Spectral Analysis
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ESS,Earth & Space Science,Storms and Weather Systems
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ESS,Earth & Space Science,Cloud Physics and Radar Meteorology
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ESS,Earth & Space Science,Advanced Geospatial Information Technology
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,ESS,Earth & Space Science,Control Systems
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Introduction to Atmospheric Science
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,The Earth Environment
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Introductory Meteorology
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Planetary Geophysics
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Algorithmic and Computational methods for Geomatics and Space Engineering
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Introduction to Continuum Mechanics
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Atmospheric Radiation and Thermodynamics
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Introductory Atmospheric Chemistry
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Materials for Space Applications
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Geographical Information Systems (GIS) and Spatial Analysis
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Research Project
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Synoptic Meteorology I
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Dynamics of Space Vehicles
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Numerical Weather Prediction
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Storms and Weather Systems
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Payload Design
Fall/Winter,2024-2025,LE,Lassonde School of Engineering,ESSE,Earth, Space Science and Engineering,Finite Element Methods in Engineering Design
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Globally Focused Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Globally Focused Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Globally Focused Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Globally Focused Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Globally Focused Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Globally Focused Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Globally Focused Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Globally Focused Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Non Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Non Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Non Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Non Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Language Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Language Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Language Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Language Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,SB,Schulich School of Business,EXCH,Exchange,Exchange - Schulich Business Elective
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FACC,Financial Accountability,Introduction to Governance and Accountability
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FACC,Financial Accountability,Sustainability and Corporate Social Responsibility
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FACC,Financial Accountability,Performance Measurement Systems
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FACC,Financial Accountability,Governance and Regulation of Artificial Intelligence
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FACC,Financial Accountability,Research Methods and Statistical Inference
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FACC,Financial Accountability,Governance and Regulation of Anti-Money Laundering and Terrorist Financing
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FACC,Financial Accountability,Accountability Issues in the Public Sector
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FACC,Financial Accountability,Synthesis of theory and practice, governance and accountability
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FACC,Financial Accountability,Value Creation and Governance & Risk Considerations
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FACC,Financial Accountability,Regulation of Blockchain Technology and Cryptocurrencies
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FACC,Financial Accountability,Directed Readings
Fall/Winter,2024-2025,ED,Faculty of Education,FAST,Family Studies,Teaching Family Studies in the Intermediate-Senior Divisions - A
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FILM,Flim and Video,Production
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FILM,Flim and Video,Documentary Workshop
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FILM,Flim and Video,Directing Short New Narratives
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FILM,Flim and Video,Screenwriting
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FILM,Flim and Video,Writing for Television
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FILM,Flim and Video,Independent Producing for New Media and Independent Cinema
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FILM,Flim and Video,Field Placement
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FILM,Flim and Video,Student Initiated Collaborative Inquiry
